		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                                                //
        //      If you have any Problems with Configurations here feel free to contact me on Discord: Dr_J0nes#3734       //
        //                                                                                                                //
        //      Only Single line Comments work. Don't use Multi line Comments!                                            //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                                                 //
        //      // THIS COMMENT WORKS!                                                                                    //
        //																												  //
        //      Generated with DayZ server customizer http://dayztypes.pro Discord: https://discord.gg/zTrMpjM            //
        ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

	// When changing Prices here keep in Mind that Players
	// can just unpack the Ammoboxes and sell the Ammo separately!
	// Originally the Ammoboxes buying Price is 20% less than
	// buying single Ammo. The Selling Price is the same as
	// selling the Ammo separately.

	// <Trader Name>  (first Trader has ID = 0, second Trader has ID = 1, and so on..)	
	// <Category Name>
	// Item Classname, Quantity, Buyvalue, Sellvalue
	// Quantity * means max value; 
	// Quantity V means Vehicle; 
	// Quantity VNK means Vehicle without Key;
	// Quantity M means Magazine; 
	// Quantity W means Weapon; 
	// Quantity S means Steack Meat; 
	// Quantity K means Key Duplication
	// Buyvalue -1 means it can not be bought
	// Sellvalue -1 means it can not be selled

// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
// Currency Classname, Currency Money Value
<CurrencyName> #tm_ruble							
	<Currency> MoneyRuble1, 	1					
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100
<Trader>Consume Trader // ID=0
	<Category>Vegetables
		CaninaBerry,                                                           *,                   1,                   -1				// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,                                                         *,                   1,                   -1				// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Lard,                                                                  *,                   2,                   1
		Guts,                                                                  *,                   2,                   1
		SmallGuts,                                                             *,                   2,                   1
	<Category>Drinks
		SodaCan_Cola,                                                          *,                   2,                   1
		SodaCan_Kvass,                                                         *,                   2,                   1
		SodaCan_Pipsi,                                                         *,                   2,                   1
		SodaCan_Spite,                                                         *,                   2,                   1
		WaterBottle,                                                           *,                   5,                   2
		Canteen,                                                               *,                   8,                   4
		Vodka,                                                                 *,                   12,                  8
	<Category>Medical Supplies
//		Rag,                                                                   1,                   1,                   -1
		BandageDressing,                                                       2,                   3,                   1
		BloodTestKit,                                                          *,                   5,                   2
//		InjectionVial,                                                         *,                   5,                   2
		Thermometer,                                                           *,                   5,                   2
		DisinfectantSpray,                                                     *,                   8,                   5
//		Syringe,                                                               *,                   8,                   5
		Heatpack,                                                              *,                   10,                  5
		StartKitIV,                                                            *,                   10,                  6
		SalineBag,                                                             *,                   15,                  8
		BloodBagEmpty,                                                         *,                   18,                  10
		FirstAidKit,                                                           *,                   20,                  10
//		Defibrillator,                                                         *,                   35,                  20
	<Category>Medications
		CharcoalTablets,                                                       *,                   2,                   1
		DisinfectantAlcohol,                                                   *,                   4,                   2
		VitaminBottle,                                                         *,                   6,                   4
		TetracyclineAntibiotics,                                               *,                   8,                   5
		PainkillerTablets,                                                     *,                   10,                  6
		Epinephrine,                                                           *,                   20,                  10
		Morphine,                                                              *,                   25,                  15
	<Category>Money Exchange
		MoneyRuble1,                                                           1,                   1,                   -1
		MoneyRuble5,                                                           1,                   5,                   -1
		MoneyRuble10,                                                          1,                   10,                  -1
		MoneyRuble25,                                                          1,                   25,                  -1
		MoneyRuble50,                                                          1,                   50,                  -1
		MoneyRuble100,                                                         1,                   100,                 -1
<Trader>Misc Trader // ID=1
	<Category>Tools (small)
		Screwdriver,                                                           *,                   3,                   1
		Wrench,                                                                *,                   3,                   1
		SewingKit,                                                             *,                   4,                   1
		Pliers,                                                                *,                   4,                   1
		LeatherSewingKit,                                                      *,                   5,                   2
		Whetstone,                                                             *,                   5,                   2
		Hammer,                                                                *,                   7,                   3
		Hacksaw,                                                               *,                   50000,               -1
		HandSaw,                                                               *,                   7,                   3
		WeaponCleaningKit,                                                     *,                   8,                   3
		KitchenKnife,                                                          *,                   8,                   4
		SteakKnife,                                                            *,                   9,                   4
		HuntingKnife,                                                          *,                   9,                   4
		CanOpener,                                                             *,                   10,                  4
		Compass,                                                               *,                   10,                  4
		OrienteeringCompass,                                                   *,                   10,                  4
		Hatchet,                                                               *,                   10,                  4
		CombatKnife,                                                           *,                   10,                  5
		Machete,                                                               *,                   12,                  6
		ChernarusMap,                                                          *,                   15,                  5
		Lockpick,                                                              *,                   20,                  10
		Binoculars,                                                            *,                   30,                  15
		FishingRod,                                                            *,                   60,                  25
			<Category> Storage
		Msp_LargeAmmoBox,										*,		400,		100
		Msp_AmericanAppleCrate,		                    		*,		600,		60
		Msp_AppleCrate,		                    				*,		600,		60
		Msp_PlasticCrate,		                    			*,		600,		60
		Msp_AmmoCrate,		                    				*,		600,		60
		Msp_TackleBox,		                    				*,		600,		60
		Msp_TackleBox_Black,		                    		*,		600,		60
		Msp_CoolerBox,		                    				*,		600,		60
		Msp_CoolerBox_Black,		                    		*,		600,		60
		Msp_SmallFridge,		                    			*,		1600,		400
		Msp_JackDanielsFridge,		                    		*,		1600,		400
		Msp_GrenadeBox,		                    				*,		1600,		400
		Msp_TreasureChest,		                    			*,		1600,		400
		Msp_MedievalChest,		                    			*,		5000,		1000
		Msp_MilitaryCrate_Brown,		                    	*,		5000,		1000
		Msp_MilitaryCrate_Green,		                    	*,		5000,		1000
		Msp_MilitaryCrate_Grey,		                    		*,		5000,		1000
		Msp_MilitaryCrate_Olive,		                    	*,		5000,		1000
		Msp_MilitaryCrate_Tan,		                    		*,		5000,		1000
		Msp_CoffinBox,		                    				*,		5000,		1000
		<Category> Barrels
		Msp_Barrel_Donation,		                    		*,		1600,		400
		Msp_Barrel_Donation_Ammo,		                    	*,		1600,		400
		Msp_Barrel_Donation_Guns,		                    	*,		1600,		400
		Msp_Barrel_Donation_Food,		                    	*,		1600,		400
		Msp_Barrel_Donation_Medical,		                    *,		1600,		400
		Msp_Barrel_Donation_BloodONegative,		                *,		1600,		400
		Msp_WaterBarrel_Plastic,		                    	*,		1600,		400
		Msp_WaterBarrel_Plastic_Yellow,		                    *,		1600,		400
		Msp_WaterBarrel_Plastic_Green,		                    *,		1600,		400
		Msp_WaterBarrel_Plastic_Red,		                    *,		1600,		400
		Msp_WaterBarrel_Plastic_Black,		                    *,		1600,		400
		Msp_WaterBarrel_Plastic_White,		                	*,		1600,		400
		Msp_WaterBarrel_Valve_Faucet,		                	*,		100,		100
		Msp_WaterBarrel,		                				*,		1600,		400
		Msp_WaterBarrel_Darkwood,		                		*,		1600,		400
		Msp_WaterBarrel_Stand,		                			*,		100,		100
		Msp_WaterBarrel_Stand_Darkwood,		                	*,		100,		100
		Msp_WaterBarrel_Valve,		                			*,		100,		100
		Msp_WaterBarrel_Valve_Darkwood,		                	*,		100,		100
	<Category> Kits and base items
		Msp_FireplaceRailing,									*,		600,	200
		Msp_EmptySquarePlanterBox,								*,		600,	200
		Msp_EmptyPlanterBox,									*,		600,	200
		Msp_BeachChair_Kit,										*,		1000,	100	
		Msp_KiddiePool_Kit,										*,		1000,	100	
		Msp_KiddiePool_Pink_Kit,								*,		1000,	100	
		Msp_KiddiePool_Yellow_Kit,								*,		1000,	100	
		Msp_KiddiePool_Large_Kit,								*,		1000,	100	
		Msp_KiddiePool_Large_Pink_Kit,							*,		1000,	100	
		Msp_KiddiePool_Large_Yellow_Kit,						*,		1000,	100	
		Msp_VolleyballNet_Kit,									*,		1000,	100	
		Msp_FishingRodsRack_Kit,								*,		2000,	300	
		Msp_GunCabinet_Kit,										*,		2000,	300	
		Msp_GunRack_Kit,										*,		3000,	400	
		Msp_DoubleGunRack_Kit,									*,		4000,	500	
		Msp_MilitaryLocker_Kit,									*,		5000,	600	
		Msp_Locker_Kit,											*,		5000,	600	
		Msp_StorageBox_Kit,										*,		5000,	600	
		Msp_ToolsBench_Blue_Kit,								*,		5000,	600	
		Msp_ToolsBench_Grey_Kit,								*,		5000,	600	
		Msp_ToolsBench_Red_Kit,									*,		5000,	600	
		Msp_BlueFridge_Kit,										*,		5000,	600	
		Msp_RetroBlueFridge_Kit,								*,		5000,	600	
		Msp_RustyFridge_Kit,									*,		5000,	600	
		Msp_Blue50sFridge_Kit,									*,		5000,	600	
		Msp_50sFridge_Kit,										*,		5000,	600	
		Msp_Freezer_Kit,										*,		5000,	600	
		Msp_Gazebo_Kit,											*,		5000,	600	
		Msp_StoneFireplace_Kit,									*,		5000,	600
		Msp_Greenhouse_Kit,										*,		5000,	600	
		Msp_GreenhouseWood_Kit,									*,		5000,	600	
		Msp_Bookcase_Kit,										*,		5000,	600	
		Msp_RifleSafe_Kit,										*,		5000,	600	
		Msp_RifleSafe_Grey_Kit,									*,		5000,	600	
		Msp_RifleSafe_Green_Kit,								*,		5000,	600	
		Msp_RifleSafe_Purple_Kit,								*,		5000,	600	
		Msp_RifleSafe_Tan_Kit,									*,		5000,	600	
		Msp_MedicalBox_Kit,										*,		5000,	600	
		Msp_Gunwall_Kit,										*,		5000,	600	
	<Category>Tools (big)
		BBP_Blueprint														   *,					20000,               -1
		LugWrench,                                                             *,                   4,                   1
		Crowbar,                                                               *,                   5,                   3
		Shovel,                                                                *,                   6,                   3
		Pickaxe,                                                               *,                   10,                  4
		SledgeHammer,                                                          *,                   50000,               -1
		WoodAxe,                                                               *,                   50000,               -1
		FirefighterAxe,                                                        *,                   50000,               -1
	<Category>Electronics
		Battery9V,                                                             *,                   8,                   3
		PersonalRadio,                                                         *,                   10,                  5
		Megaphone,                                                             *,                   30,                  15
		ElectronicRepairKit,                                                   *,                   35,                  17
		CableReel,                                                             *,                   40,                  20
		BatteryCharger,                                                        *,                   40,                  20
		BaseRadio,                                                             *,                   50,                  30
		Rangefinder,                                                           *,                   60,                  35
		NVGoggles,                                                             *,                   400,                 220
	<Category>Fire & Lights
		Chemlight_Blue,                                                        *,                   2,                   1
		Chemlight_Green,                                                       *,                   2,                   1
		Chemlight_Red,                                                         *,                   2,                   1
		Chemlight_White,                                                       *,                   2,                   1
		Chemlight_Yellow,                                                      *,                   2,                   1
		Roadflare,                                                             *,                   4,                   2
		Matchbox,                                                              *,                   6,                   3
		Flashlight,                                                            *,                   15,                  5
		PortableGasLamp,                                                       *,                   25,                  10
		PortableGasStove,                                                      *,                   30,                  15
		Headtorch_Black,                                                       *,                   40,                  20
		Headtorch_Grey,                                                        *,                   40,                  20
		Spotlight,                                                             *,                   600,                 200
	<Category>Cooking & Hunting Supplies
		PurificationTablets,                                                   *,                   5,                   2
		Pot,                                                                   M,                   25,                  10
		Tripod,                                                                *,                   35,                  15
		BearTrap,                                                              *,                   50,                  30
	<Category>Hardware Supplies
		Paper,                                                                 *,                   1,                   0
		Pen_Blue,                                                              *,                   2,                   1
		Rope,                                                                  *,                   4,                   1
		TannedLeather,                                                         *,                   4,                   1
		AntiPestsSpray,                                                        *,                   8,                   4
		MetalWire,                                                             *,                   15,                  6
		EpoxyPutty,                                                            *,                   15,                  6
		DuctTape,                                                              *,                   20,                  8
		XmasLights,                                                            *,                   25,                  10
		HandcuffKeys,                                                          *,                   35,                  12
		Handcuffs,                                                             *,                   50,                  15
		Netting,                                                               1,                   50,                  10
		BurlapSack,                                                            *,                   50,                  10
		WoodenPlank,                                                           10,                  50,                  15
		MetalPlate,                                                            *,                   60,                  18
		SmallProtectorCase,                                                    *,                   70,                  30
		AmmoBox,                                                               *,                   80,                  35
		SmallGasCanister,                                                      *,                   80,                  35
		MediumGasCanister,                                                     *,                   100,                 40
		LargeGasCanister,                                                      *,                   200,                 70
		CanisterGasoline,                                                      *,                   300,                 80
		NailBox,                                                               *,                   7000,                -1
		BarbedWire,                                                            *,                   450,                 200
		Camonet,                                                               *,                   600,                 250
		HescoBox,                                                              *,                   650,                 250
		CombinationLock,                                                       *,                   700,                 300
		CombinationLock4,                                                      *,                   900,                 400
		BarrelHoles_Blue,                                                      *,                   800,                 300
		BarrelHoles_Green,                                                     *,                   800,                 300
		BarrelHoles_Red,                                                       *,                   800,                 300
		BarrelHoles_Yellow,                                                    *,                   800,                 300
		Barrel_Blue,                                                           M,                   1500,                350
		Barrel_Green,                                                          M,                   1500,                350
		Barrel_Red,                                                            M,                   1500,                350
		Barrel_Yellow,                                                         M,                   1500,                350
		SeaChest,                                                              *,                   2000,                400
		PowerGenerator,                                                        *,                   3000,                1000
		MediumTent,                                                            *,                   5000,                2000
		LargeTent,                                                             *,                   8000,                3000
		CarTent,                                                               *,                   10000,               4100
	<Category> Misc
		Msp_Bunny,												*,		600,	200
		Msp_SantaJacket,										*,		600,	200
		Msp_SantaPants,											*,		600,	200
		Msp_MedicBag_Green,										*,		600,	200
		Msp_MedicBag_Red,										*,		600,	200
		Msp_MedicBag_Blue,										*,		600,	200
		Msp_MedicBag_Black,										*,		600,	200
		Msp_BeachUmbrella,										*,		600,	200
		Msp_BeachBall,											*,		600,	200
		Msp_Volleyball,											*,		600,	200
		Msp_Floatie_Wheel,										*,		600,	200
		Msp_Floatie_Unicorn,									*,		600,	200
		Msp_Floatie_Unicorn_Rainbow,							*,		600,	200
		Msp_Floatie_Unicorn_BlueRainbow,						*,		600,	200
		Msp_Floatie_Unicorn_GreenRainbow,						*,		600,	200
		Msp_Floatie_Unicorn_PurpleRainbow,						*,		600,	200
		Msp_Floatie_Flamingo,									*,		600,	200
		Msp_Floatie_Flamingo,									*,		600,	200
		Msp_Water_Gun,											*,		3500,	350
		Msp_Water_Gun_Mag,										*,		500,	50
		Msp_WitchHat,											*,		-1,		500
		MSP_WitchCauldron,										M,		3000,	500
		Msp_MedievalGibbetWithMount_Kit,						*,		5000,	600	
		Msp_MedievalGibbet_Kit,									*,		5000,	600	
		Msp_SleepingBag_Green,			*,		2000,		200
		Msp_SleepingBag_Blue,			*,		2000,		200
		Msp_SleepingBag_LimeGreen,		*,		2000,		200
		Msp_SleepingBag_Orange,			*,		2000,		200
		Msp_SleepingBag_Purple,			*,		2000,		200
		Msp_SleepingBag_Red,			*,		2000,		200
		Msp_Mattress_Blue,				*,		2000,		200
		Msp_Mattress_Green,				*,		2000,		200
		Msp_Mattress_Pink,				*,		2000,		200
		Msp_Mattress_Yellow,			*,		2000,		200
	<Category>Seeds & Lime
		TomatoSeedsPack,                                                       *,                   4,                   1
		PepperSeedsPack,                                                       *,                   4,                   1
		ZucchiniSeedsPack,                                                     *,                   6,                   2
		PumpkinSeedsPack,                                                      *,                   10,                  3
		GardenLime,                                                            *,                   20,                  7
	<Category>Fluffy Pets <3
		Bear_Beige,                                                            *,                   5,                   1
		Bear_Dark,                                                             *,                   5,                   1
		Bear_Pink,                                                             *,                   5,                   1
		Bear_White,                                                            *,                   5,                   1
	<Category> BaseBuildingPlus
		BBP_Land_Claim_FlagKit,							*,		5000,		2500
		BBP_Blueprint,									*,		30000,		500
		BBP_Workbench,									*,		150,		75
		BBP_T1_WallKit,									*,		200,		100
		BBP_T1_Wall_HalfKit,							*,		200,		100
		BBP_T1_DoorKit,									*,		300,		150
		BBP_T1_GateKit,									*,		400,		200
		BBP_T1_WindowKit,								*,		300,		150
		BBP_T1_RoofKit,									*,		200,		100
		BBP_T1_FloorKit,								*,		200,		100
		BBP_T1_Floor_HatchKit,							*,		300,		150
		BBP_T1_StairKit,								*,		300,		150
		BBP_T1_RampKit,									*,		300,		150
		BBP_T1_Ramp_WideKit,							*,		320,		160
		BBP_T2_WallKit,									*,		400,		200
		BBP_T2_Wall_HalfKit,							*,		400,		200
		BBP_T2_DoorKit,									*,		600,		300
		BBP_T2_GateKit,									*,		800,		400
		BBP_T2_RoofKit,									*,		400,		200
		BBP_T2_FloorKit,								*,		400,		200
		BBP_T3_WallKit,									*,		800,		400
		BBP_T3_Wall_HalfKit,							*,		800,		400
		BBP_T3_DoorKit,									*,		1200,		600
		BBP_T3_GateKit,									*,		1400,		700
		BBP_T3_WindowKit,								*,		1200,		600
		BBP_T3_RoofKit,									*,		800,		400
		BBP_T3_FloorKit,								*,		800,		400
		BBP_T3_Floor_HatchKit,							*,		1000,		500
		//BBP_Underground_BunkerKit,					*,		4000,		2000 // Not ready for use
		//BBP_Ladder_Kit,								*,		500,		250  // Not ready for use
		BBP_Cement,										*,		60,			30
		BBP_Mortar_Mix,									*,		60,			30
		BBP_Wood_Storage,								*,		1000,		500
		BBP_Old_Lamp,									*,		600,		300
		BBP_Floor_Lamp,									*,		800,		400
		BBP_Sun_Shade,									*,		600,		300
		BBP_Tape_Measure,								*,		20,			10
		BBP_Painting,									*,		200,		100
		BBP_Painting_1,									*,		200,		100
		BBP_Painting_2,									*,		200,		100
		BBP_Xmas_Tree,									*,		400,		200
		BBP_MagnetBox,									*,		100,		50
		BBP_Letter_Large_A,								*,		100,		50
		BBP_Letter_Large_B,								*,		100,		50
		BBP_Letter_Large_C,								*,		100,		50
		BBP_Letter_Large_D,								*,		100,		50
		BBP_Letter_Large_E,								*,		100,		50
		BBP_Letter_Large_F,								*,		100,		50
		BBP_Letter_Large_G,								*,		100,		50
		BBP_Letter_Large_H,								*,		100,		50
		BBP_Letter_Large_I,								*,		100,		50
		BBP_Letter_Large_J,								*,		100,		50
		BBP_Letter_Large_K,								*,		100,		50
		BBP_Letter_Large_L,								*,		100,		50
		BBP_Letter_Large_M,								*,		100,		50
		BBP_Letter_Large_N,								*,		100,		50
		BBP_Letter_Large_O,								*,		100,		50
		BBP_Letter_Large_P,								*,		100,		50
		BBP_Letter_Large_Q,								*,		100,		50
		BBP_Letter_Large_R,								*,		100,		50
		BBP_Letter_Large_S,								*,		100,		50
		BBP_Letter_Large_T,								*,		100,		50
		BBP_Letter_Large_U,								*,		100,		50
		BBP_Letter_Large_V,								*,		100,		50
		BBP_Letter_Large_W,								*,		100,		50
		BBP_Letter_Large_X,								*,		100,		50
		BBP_Letter_Large_Y,								*,		100,		50
		BBP_Letter_Large_Z,								*,		100,		50
		BBP_Golf,										*,		80,			40
		BBP_Gang_Plug,									*,		800,		400
		BBP_Solar_PanelKit,								*,		6000,		3000
		BBP_Carpet,										*,		200,		100
		BBP_Wallpaper,									*,		200,		100
		BBP_T3_Door_HalfKit,							*,		1000,		500
		BBP_T1_FoundationKit,							*,		300,		150
		BBP_T2_FoundationKit,							*,		600,		300
		BBP_T3_FoundationKit,							*,		1000,		500
		BBP_PillarKit,									*,		200,		100
		BBP_BedKit,										*,		800,		400
		BBP_Bedding,									*,		120,		60
		BBP_Step_LadderKit,								*,		800,		400
		BBP_T2_WindowKit,								*,		600,		300
		BBP_T3_StairKit,								*,		1000,		500
		BBP_Plaster,									*,		200,		100
		BBP_Bucket,										*,		10000,		5000
		BBP_WellKit,									*,		10100,		5050
		BBP_T1_Roof_HatchKit,							*,		300,		150
		BBP_T2_Roof_HatchKit,							*,		600,		300
		BBP_T3_Roof_HatchKit,							*,		1200,		600
		BBP_T2_StairKit,								*,		600,		300
		BBP_Wheelbarrow,								*,		400,		200
		BBP_Toilet,										*,		600,		300
		BBP_SofaKit,									*,		800,		400
		BBP_Dance_FloorKit,								*,		400,		200
<Trader>Weapon Trader // ID=2
	<Category>Melee
		BrassKnuckles_Shiny,                                                   W,                   150,                 60
		StunBaton,                                                             W,                   150,                 90
		Pipe,                                                                  W,                   250,                 100
		CattleProd,                                                            W,                   250,                 150
		BaseballBat,                                                           W,                   350,                 170
		NailedBaseballBat,                                                     W,                   450,                 200
		Msp_VorpalKnife,									W,      1000,   	100
		Msp_GoodNightBat,									W,      5000,    	250
		Msp_BeanBasher,										W,      5000,    	250
		Msp_PipeAxe,										W,      5000,    	250
		Msp_PlainBat,										W,      5000,    	250
		Msp_PlainBat_Blue,									W,      5000,    	250
		Msp_PlainBat_Black,									W,      5000,    	250
		Msp_BlunderBat,										W,      5000,    	250
		Msp_BassAxe,										W,      5000,    	250
	<Category>Sidearms
		MakarovIJ70,                                                           W,                   1000,                500
		FNX45,                                                                 W,                   1000,                200
		CZ75,                                                                  W,                   1350,                700
		Glock19,                                                               W,                   3000,                1300
		MKII,                                                                  W,                   3200,                1600
		Engraved1911,                                                          W,                   3400,                1800
	<Category>Rifles
		Izh18,                                                                 W,                   3500,                1750
		CZ527,                                                                 W,                   5000,                2500
		Winchester70,                                                          W,                   5000,                2500
		SKS,                                                                   W,                   4000,                3000
		Mosin9130,                                                             W,                   6000,                2000
	<Category>Shotguns
		Mp133Shotgun,                                                          W,                   1500,                350
		Izh43Shotgun,                                                          W,                   2500,                800
		Saiga,                                                                 W,                   3500,                1000
	<Category>Submachine Guns
		CZ61,                                                                  W,                   700,                 300
		UMP45,                                                                 W,                   800,                 350
		MP5K,                                                                  W,                   1000,                450
		AKS74U,                                                                W,                   1100,                600
	<Category>Assault Rifles
		FAL,                                                                   W,                   4000,                450
		AKM,                                                                   W,                   6000,                750
		AK101,                                                                 W,                   7000,                750
		M4A1,                                                                  W,                   7500,                750
		AK74,                                                                  W,                   8000,                750
	<Category>Sniper Rifles
		VSS,                                                                   W,                   1600,                960
		B95,                                                                   W,                   2500,                1100
		SVD,                                                                   W,                   4000,                1200
	<Category>Arma Weapon Pack
		A2Colt1911,                                                            *,                   5000,                500
		A2Glock17,                                                             *,                   5000,                500
		A2bizon,                                                               *,                   1000,                500
		A2HKM5_SD,                                                             *,                   5000,                500
		A2MicroUzi,                                                            *,                   5000,                500
		A2MicroUziSD,                                                          *,                   5000,                500
		A2LeeEnfield,                                                          *,                   1000,                500
		A2AA12,                                                                *,                   3000,                500
		A2M4SPR,                                                               *,                   3000,                500
		A2M16A4,                                                               *,                   3000,                500
		A2G36_C,                                                               *,                   3000,                500
		A2AK74S,                                                               *,                   3000,                500
		A2FNFAL,                                                               *,                   4000,                800
		A2mk17,                                                                *,                   4000,                800
		A2mk17_s,                                                              *,                   4000,                800
		A2M24_Desert,                                                          *,                   4000,                800
		A2M24_Green,                                                           *,                   4000,                800
		A2M14_DMR,                                                             *,                   5000,                1000
		A2WM110_desert,                                                        *,                   6000,                1200
		A2WM110_black,                                                         *,                   6000,                1200
		A2M40A3,                                                               *,                   6000,                1200
		A2AS50,                                                                *,                   6000,                1200
		A2M107,                                                                *,                   7000,                1400
		A2M249,                                                                *,                   7000,                1400
		A2M60E4,                                                               *,                   7000,                1400
		A2M240,                                                                *,                   7000,                1400
		A2MK48,                                                                *,                   7000,                1400
		A2M32,                                                                 *,                   8000,                1600
		A2AKSGOLD,                                                             *,                   10000,               2000
		A2KSVK,                                                                *,                   8000,                1600
		ASC_HoneyBadger,                                                       W,                   1500,                750
		ASC_HoneyBadger_Black,                                                 W,                   1500,                750
		ASC_HoneyBadger_Green,                                                 W,                   1500,                750
		A2KSVK_Magazine,                                                       *,                   1000,                50
		M32_Magazine,                                                          *,                   1000,                50
		A2AS50_Magazine,                                                       *,                   1000,                50
		A2M40A3_Magazine,                                                      *,                   2500,                50
		A2WM110_mag,                                                           *,                   2500,                50
		A2M14_DMRMAG,                                                          *,                   2000,                50
		A2mk17_mag,                                                            *,                   1000,                50
		A2FNFAL_Magazine,                                                      *,                   1000,                50
		A2M4SPR_Magazine,                                                      *,                   1000,                50
		A2AA12_Magazine,                                                       *,                   1000,                50
		A2UZI_Magazine,                                                        *,                   1000,                50
		A2HKM5_SD_Magazine,                                                    *,                   1000,                50
		bizon_magazine,                                                        *,                   1000,                50
		A2Glock17_Magazine,                                                    *,                   1000,                50
		A2Colt1911_Magazine,                                                   *,                   1000,                100
		Mag_A2DLC_CZ750_10rnd,                                                 M,                   1500,                500
		Mag_A2DLC_CZ805B_20rnd,                                                M,                   1500,                500
		Mag_A2DLC_SA58_30rnd,                                                  M,                   1500,                500
